year,iso3_o,iso3_d,iso_o,iso_d,flow,gdp_o,gdp_d,pop_o,pop_d,distw,comlang_off,contig,wto_o,wto_d,gatt_o,gatt_d,wto_joint,EU_joint,EAEU_joint
2012,UKR,UZB,UKR,UZB,435930.813,176603430.912,51183443.968,45593.3,29774.5,2868,0,0,1,0,0,0,0,0,0
2013,UKR,UZB,UKR,UZB,351670.193,177430609.92000002,56795656.192,45489.601,30241.1,2868,0,0,1,0,0,0,0,0,0
2014,UKR,UZB,UKR,UZB,308563.694,133503410.176,63067078.656,45271.946,30757.7,2868,0,0,1,0,0,0,0,0,0
2015,UKR,UZB,UKR,UZB,174493.116,91030962.176,66903805.952,45154.03,31298.901,2868,0,0,1,0,0,0,0,0,0
2016,UKR,UZB,UKR,UZB,142392.671,93270482.944,67220336.64,45004.646,31848.2,2868,0,0,1,0,0,0,0,0,0
2017,UKR,UZB,UKR,UZB,182983.769,112090530.369,62081323.299,44831.135,32388.599,2868,0,0,1,0,0,0,0,0,0
2018,UKR,UZB,UKR,UZB,326212.553,130891049.797,52633143.808,44622.517,32956.1,2868,0,0,1,0,0,0,0,0,0
2019,UKR,UZB,UKR,UZB,263899.243,153882982.016,59907674.027,44386.204,33580.349,2868,0,0,1,0,0,0,0,0,0
2020,UKR,UZB,UKR,UZB,314267.51300000004,156617861.449,59894305.353,44132.05,34232.052,2869,0,0,1,0,0,0,0,0,0
1997,UZB,ARM,UZB,ARM,70.39,14744603.648,1639492.48,23667,3137.652,2033,0,0,0,0,0,0,0,0,0
1999,UZB,ARM,UZB,ARM,360.936,17078465.536000002,1845482.24,24311.649,3093.82,2033,0,0,0,0,0,0,0,0,0
2000,UZB,ARM,UZB,ARM,706.583,13760374.784,1911563.648,24650.4,3076.098,2031,0,0,0,0,0,0,0,0,0
2001,UZB,ARM,UZB,ARM,1188.105,11401351.168,2118467.968,24964.451,3059.96,2031,0,0,0,0,0,0,0,0,0
2002,UZB,ARM,UZB,ARM,1186.915,9687951.36,2376335.104,25271.851,3047.002,2031,0,0,0,0,0,0,0,0,0
2003,UZB,ARM,UZB,ARM,1323.48,10128112.64,2807060.992,25567.65,3036.032,2031,0,0,0,1,0,0,0,0,0
2004,UZB,ARM,UZB,ARM,1280.701,12030023.68,3576615.168,25864.349,3025.652,2031,0,0,0,1,0,0,0,0,0
2005,UZB,ARM,UZB,ARM,1345.198,14307510.272,4900436.992000001,26167,3014.917,2026,0,0,0,1,0,0,0,0,0
2006,UZB,ARM,UZB,ARM,1838.726,17030896.64,6384457.728,26488.251,3002.911,2026,0,0,0,1,0,0,0,0,0
2007,UZB,ARM,UZB,ARM,10427.924,22311393.28,9206301.696,26868,2989.882,2026,0,0,0,1,0,0,0,0,0
2008,UZB,ARM,UZB,ARM,10531.766,27934031.872,11662041.088,27302.799,2977.4880000000003,2026,0,0,0,1,0,0,0,0,0
2009,UZB,ARM,UZB,ARM,3206.012,32816828.416,8647937.024,27767.401,2968.154,2026,0,0,0,1,0,0,0,0,0
2010,UZB,ARM,UZB,ARM,5699.284000000001,39332769.792,9260286.976,28562.401,2963.496,2020,0,0,0,1,0,0,0,0,0
2011,UZB,ARM,UZB,ARM,2863.609,45324320.768,10142343.168,29339.399,2964.12,2020,0,0,0,1,0,0,0,0,0
2012,UZB,ARM,UZB,ARM,2775.207,51183443.968,9958217.728,29774.5,2969.081,2020,0,0,0,1,0,0,0,0,0
2013,UZB,ARM,UZB,ARM,1556.203,56795656.192,10432169.984,30241.1,2976.5660000000003,2020,0,0,0,1,0,0,0,0,0
2014,UZB,ARM,UZB,ARM,1217.415,63067078.656,11609512.96,30757.7,2906.2200000000003,2020,0,0,0,1,0,0,0,0,0
2015,UZB,ARM,UZB,ARM,1645.663,66903805.952,10529182.72,31298.901,2916.9500000000003,2015,0,0,0,1,0,0,0,0,0
2016,UZB,ARM,UZB,ARM,1588.532,67220336.64,10547331.072,31848.2,2924.8160000000003,2015,0,0,0,1,0,0,0,0,0
2017,UZB,ARM,UZB,ARM,1399.87,62081323.299,11527458.566,32388.599,2944.789,2015,0,0,0,1,0,0,0,0,0
2018,UZB,ARM,UZB,ARM,2535.491,52633143.808,12457941.907,32956.1,2951.741,2015,0,0,0,1,0,0,0,0,0
2019,UZB,ARM,UZB,ARM,3317.4790000000003,59907674.027,13619291.361,33580.349,2957.728,2015,0,0,0,1,0,0,0,0,0
2020,UZB,ARM,UZB,ARM,6121.9000000000005,59894305.353,12641209.802,34232.052,2963.234,2010,0,0,0,1,0,0,0,0,0
1996,UZB,AZE,UZB,AZE,7223.256,13948892.16,3176749.568,23225,7763,1600,0,0,0,0,0,0,0,0,0
1997,UZB,AZE,UZB,AZE,5520.469,14744603.648,3962710.272,23667,7838.25,1600,0,0,0,0,0,0,0,0,0
1998,UZB,AZE,UZB,AZE,2784.099,14988971.008,4446396.416,24051.001,7913,1600,0,0,0,0,0,0,0,0,0
1999,UZB,AZE,UZB,AZE,420.626,17078465.536000002,4581222.4,24311.649,7982.75,1600,0,0,0,0,0,0,0,0,0
2000,UZB,AZE,UZB,AZE,751.313,13760374.784,5272616.96,24650.4,8048.6,1597,0,0,0,0,0,0,0,0,0
2001,UZB,AZE,UZB,AZE,6088.643,11401351.168,5707618.3040000005,24964.451,8111.2,1597,0,0,0,0,0,0,0,0,0
2002,UZB,AZE,UZB,AZE,1410.236,9687951.36,6236024.832,25271.851,8171.95,1597,0,0,0,0,0,0,0,0,0
2003,UZB,AZE,UZB,AZE,2060.645,10128112.64,7275766.272,25567.65,8234.1,1597,0,0,0,0,0,0,0,0,0
2004,UZB,AZE,UZB,AZE,79664.544,12030023.68,8680511.488,25864.349,8306.5,1597,0,0,0,0,0,0,0,0,0
2005,UZB,AZE,UZB,AZE,99800.872,14307510.272,13245421.568,26167,8391.85,1591,0,0,0,0,0,0,0,0,0
2006,UZB,AZE,UZB,AZE,27489.307,17030896.64,20982269.952,26488.251,8484.55,1591,0,0,0,0,0,0,0,0,0
2007,UZB,AZE,UZB,AZE,19131.47,22311393.28,33050343.424,26868,8581.3,1591,0,0,0,0,0,0,0,0,0
2008,UZB,AZE,UZB,AZE,22439.016,27934031.872,48852484.096,27302.799,8763.4,1591,0,0,0,0,0,0,0,0,0
2009,UZB,AZE,UZB,AZE,12365.815,32816828.416,44291489.792,27767.401,8947.243,1591,0,0,0,0,0,0,0,0,0
2010,UZB,AZE,UZB,AZE,12332.704,39332769.792,52902703.104,28562.401,9054.332,1582,0,0,0,0,0,0,0,0,0
2011,UZB,AZE,UZB,AZE,50555.124,45324320.768,65951625.216,29339.399,9173.082,1582,0,0,0,0,0,0,0,0,0
2012,UZB,AZE,UZB,AZE,8027.397,51183443.968,68730904.576,29774.5,9295.784,1582,0,0,0,0,0,0,0,0,0
2013,UZB,AZE,UZB,AZE,10769.362,56795656.192,73560481.792,30241.1,9416.598,1582,0,0,0,0,0,0,0,0,0
2014,UZB,AZE,UZB,AZE,23611.939,63067078.656,75244167.168,30757.7,9535.079,1582,0,0,0,0,0,0,0,0,0
2015,UZB,AZE,UZB,AZE,6135.196,66903805.952,53074370.56,31298.901,9649.341,1576,0,0,0,0,0,0,0,0,0
2016,UZB,AZE,UZB,AZE,11910.373,67220336.64,37847715.84,31848.2,9762.274,1576,0,0,0,0,0,0,0,0,0
2017,UZB,AZE,UZB,AZE,26041.291,62081323.299,40865558.912,32388.599,9854.033,1576,0,0,0,0,0,0,0,0,0
2018,UZB,AZE,UZB,AZE,34597.267,52633143.808,47112941.176,32956.1,9939.771,1576,0,0,0,0,0,0,0,0,0
2019,UZB,AZE,UZB,AZE,53092.338,59907674.027,48174235.294,33580.349,10024.283,1576,0,0,0,0,0,0,0,0,0
2020,UZB,AZE,UZB,AZE,59186.71,59894305.353,42693000,34232.052,10093.121,1569,0,0,0,0,0,0,0,0,0
1998,UZB,BLR,UZB,BLR,35137.47,14988971.008,15222014.976,24051.001,10069,3321,0,0,0,0,0,0,0,0,0
1999,UZB,BLR,UZB,BLR,25072.675,17078465.536000002,12138485.76,24311.649,10035,3321,0,0,0,0,0,0,0,0,0
2000,UZB,BLR,UZB,BLR,23996.5,13760374.784,12736856.064,24650.4,10005,3323,0,0,0,0,0,0,0,0,0
2001,UZB,BLR,UZB,BLR,17579.7,11401351.168,12354820.096,24964.451,9928,3323,0,0,0,0,0,0,0,0,0
2002,UZB,BLR,UZB,BLR,11955.7,9687951.36,14594925.568,25271.851,9865,3323,0,0,0,0,0,0,0,0,0
2003,UZB,BLR,UZB,BLR,10665,10128112.64,17825435.648000002,25567.65,9797,3323,0,0,0,0,0,0,0,0,0
2004,UZB,BLR,UZB,BLR,11259.6,12030023.68,23141586.944,25864.349,9730,3323,0,0,0,0,0,0,0,0,0
2005,UZB,BLR,UZB,BLR,13866.7,14307510.272,30210091.008,26167,9663,3322,0,0,0,0,0,0,0,0,0
2006,UZB,BLR,UZB,BLR,16193.5,17030896.64,36961918.976,26488.251,9604,3322,0,0,0,0,0,0,0,0,0
2007,UZB,BLR,UZB,BLR,21626.4,22311393.28,45275713.536,26868,9560,3322,0,0,0,0,0,0,0,0,0
2008,UZB,BLR,UZB,BLR,29930,27934031.872,60763484.16,27302.799,9528,3322,0,0,0,0,0,0,0,0,0
2009,UZB,BLR,UZB,BLR,23042.9,32816828.416,49208655.872,27767.401,9507,3322,0,0,0,0,0,0,0,0,0
2010,UZB,BLR,UZB,BLR,58525.5,39332769.792,55220932.608,28562.401,9490,3320,0,0,0,0,0,0,0,0,0
2011,UZB,BLR,UZB,BLR,44318.2,45324320.768,59734593.536,29339.399,9473,3320,0,0,0,0,0,0,0,0,0
2012,UZB,BLR,UZB,BLR,28962.8,51183443.968,63615447.04,29774.5,9464,3320,0,0,0,0,0,0,0,0,0
2013,UZB,BLR,UZB,BLR,33613,56795656.192,71709515.77600001,30241.1,9466,3320,0,0,0,0,0,0,0,0,0
2014,UZB,BLR,UZB,BLR,21709.1,63067078.656,78813052.928,30757.7,9474.511,3320,0,0,0,0,0,0,0,0,0
2015,UZB,BLR,UZB,BLR,27763.1,66903805.952,56454774.784,31298.901,9489.616,3318,0,0,0,0,0,0,0,0,0
2016,UZB,BLR,UZB,BLR,27212.6,67220336.64,47433441.28,31848.2,9507.12,3318,0,0,0,0,0,0,0,0,0
2017,UZB,BLR,UZB,BLR,34073.7,62081323.299,54726595.249,32388.599,9458.989,3318,0,0,0,0,0,0,0,0,0
2018,UZB,BLR,UZB,BLR,43294.5,52633143.808,60031262.269,32956.1,9438.785,3318,0,0,0,0,0,0,0,0,0
2019,UZB,BLR,UZB,BLR,50678.1,59907674.027,64409647.194,33580.349,9419.758,3318,0,0,0,0,0,0,0,0,0
2020,UZB,BLR,UZB,BLR,42621.1,59894305.353,61489588.895,34232.052,9379.952,3315,0,0,0,0,0,0,0,0,0
1995,UZB,EST,UZB,EST,10706.651,13350461.44,4362191.36,22785,1436.634,3648,0,0,0,0,0,0,0,0,0
1996,UZB,EST,UZB,EST,25482.354,13948892.16,4739181.568,23225,1415.594,3648,0,0,0,0,0,0,0,0,0
1997,UZB,EST,UZB,EST,31652.925,14744603.648,5059146.752,23667,1399.535,3648,0,0,0,0,0,0,0,0,0
1998,UZB,EST,UZB,EST,29674.229,14988971.008,5608007.1680000005,24051.001,1386.156,3648,0,0,0,0,0,0,0,0,0
1999,UZB,EST,UZB,EST,25479.001,17078465.536000002,5715278.848,24311.649,1380.62,3648,0,0,0,1,0,0,0,0,0
2000,UZB,EST,UZB,EST,65379.186,13760374.784,5685561.3440000005,24650.4,1396.985,3647,0,0,0,1,0,0,0,0,0
2001,UZB,EST,UZB,EST,23951.104,11401351.168,6233506.3040000005,24964.451,1388.115,3647,0,0,0,1,0,0,0,0,0
2002,UZB,EST,UZB,EST,16933.02,9687951.36,7308609.024,25271.851,1379.35,3647,0,0,0,1,0,0,0,0,0
2003,UZB,EST,UZB,EST,11410.52,10128112.64,9822143.488,25567.65,1370.72,3647,0,0,0,1,0,0,0,0,0
2004,UZB,EST,UZB,EST,5551.001,12030023.68,12057639.936,25864.349,1362.55,3647,0,0,0,1,0,0,0,0,0
2005,UZB,EST,UZB,EST,11729.341,14307510.272,14003096.576,26167,1354.775,3645,0,0,0,1,0,0,0,0,0
2006,UZB,EST,UZB,EST,10493.297,17030896.64,16958045.184,26488.251,1346.81,3645,0,0,0,1,0,0,0,0,0
2007,UZB,EST,UZB,EST,5318.244,22311393.28,22228670.464,26868,1340.68,3645,0,0,0,1,0,0,0,0,0
2008,UZB,EST,UZB,EST,6681.032,27934031.872,24185794.56,27302.799,1337.09,3645,0,0,0,1,0,0,0,0,0
2009,UZB,EST,UZB,EST,3714.747,32816828.416,19640621.056,27767.401,1334.515,3645,0,0,0,1,0,0,0,0,0
2010,UZB,EST,UZB,EST,1110.377,39332769.792,19479013.376,28562.401,1331.475,3642,0,0,0,1,0,0,0,0,0
2011,UZB,EST,UZB,EST,1819.923,45324320.768,22803433.472,29339.399,1327.439,3642,0,0,0,1,0,0,0,0,0
2012,UZB,EST,UZB,EST,1014.623,51183443.968,22660753.408,29774.5,1325.016,3642,0,0,0,1,0,0,0,0,0
2013,UZB,EST,UZB,EST,785.049,56795656.192,24880265.216,30241.1,1324.612,3642,0,0,0,1,0,0,0,0,0
2014,UZB,EST,UZB,EST,1082.927,63067078.656,26213941.248,30757.7,1314.545,3642,0,0,0,1,0,0,0,0,0
2015,UZB,EST,UZB,EST,1034.58,66903805.952,22460471.296,31298.901,1315.407,3640,0,0,0,1,0,0,0,0,0
2016,UZB,EST,UZB,EST,2310.438,67220336.64,23136741.376,31848.2,1316.481,3640,0,0,0,1,0,0,0,0,0
2017,UZB,EST,UZB,EST,2209.938,62081323.299,26924385.103,32388.599,1317.384,3640,0,0,0,1,0,0,0,0,0
2018,UZB,EST,UZB,EST,26054.194,52633143.808,30489500.905,32956.1,1321.977,3640,0,0,0,1,0,0,0,0,0
2019,UZB,EST,UZB,EST,11485.121,59907674.027,31045591.753,33580.349,1326.855,3640,0,0,0,1,0,0,0,0,0
2020,UZB,EST,UZB,EST,13831.09,59894305.353,30650285.472,34232.052,1329.479,3637,0,0,0,1,0,0,0,0,0
1996,UZB,GEO,UZB,GEO,978.63,13948892.16,3094915.5840000003,23225,4616.1,1980,0,0,0,0,0,0,0,0,0
1997,UZB,GEO,UZB,GEO,766.227,14744603.648,3510540.8000000003,23667,4531.6,1980,0,0,0,0,0,0,0,0,0
1998,UZB,GEO,UZB,GEO,741.726,14988971.008,3613500.16,24051.001,4487.3,1980,0,0,0,0,0,0,0,0,0
1999,UZB,GEO,UZB,GEO,4357.138,17078465.536000002,2800024.32,24311.649,4452.5,1980,0,0,0,0,0,0,0,0,0
2000,UZB,GEO,UZB,GEO,6933.954,13760374.784,3057453.568,24650.4,4418.3,1977,0,0,0,1,0,0,0,0,0
2001,UZB,GEO,UZB,GEO,1496.425,11401351.168,3219487.744,24964.451,4386.4000000000005,1977,0,0,0,1,0,0,0,0,0
2002,UZB,GEO,UZB,GEO,376.222,9687951.36,3395778.56,25271.851,4357,1977,0,0,0,1,0,0,0,0,0
2003,UZB,GEO,UZB,GEO,1019.258,10128112.64,3991374.592,25567.65,4328.9,1977,0,0,0,1,0,0,0,0,0
2004,UZB,GEO,UZB,GEO,14986.613,12030023.68,5125274.112,25864.349,4318.3,1977,0,0,0,1,0,0,0,0,0
2005,UZB,GEO,UZB,GEO,3326.518,14307510.272,6411147.264,26167,4361.4,1972,0,0,0,1,0,0,0,0,0
2006,UZB,GEO,UZB,GEO,4873.9490000000005,17030896.64,7761900.032000001,26488.251,4398,1972,0,0,0,1,0,0,0,0,0
2007,UZB,GEO,UZB,GEO,11056.373,22311393.28,10172260.352,26868,4388.4000000000005,1972,0,0,0,1,0,0,0,0,0
2008,UZB,GEO,UZB,GEO,7335.244000000001,27934031.872,12799337.472,27302.799,4383.8,1972,0,0,0,1,0,0,0,0,0
2009,UZB,GEO,UZB,GEO,3513.6,32816828.416,10766836.736,27767.401,4410.9000000000005,1972,0,0,0,1,0,0,0,0,0
2010,UZB,GEO,UZB,GEO,9707.231,39332769.792,11638537.216,28562.401,4452.8,1966,0,0,0,1,0,0,0,0,0
2011,UZB,GEO,UZB,GEO,11710.404,45324320.768,14434620.416,29339.399,4483.35,1966,0,0,0,1,0,0,0,0,0
2012,UZB,GEO,UZB,GEO,12147.736,51183443.968,15846474.752,29774.5,4490.7,1966,0,0,0,1,0,0,0,0,0
2013,UZB,GEO,UZB,GEO,15474.115,56795656.192,16140047.36,30241.1,4476.9000000000005,1966,0,0,0,1,0,0,0,0,0
2014,UZB,GEO,UZB,GEO,13446.325,63067078.656,16509305.856,30757.7,3727,1966,0,0,0,1,0,0,0,0,0
2015,UZB,GEO,UZB,GEO,7015.685,66903805.952,13993546.752,31298.901,3717.1,1961,0,0,0,1,0,0,0,0,0
2016,UZB,GEO,UZB,GEO,9268.301,67220336.64,14332879.872,31848.2,3719.3,1961,0,0,0,1,0,0,0,0,0
2017,UZB,GEO,UZB,GEO,61915.979,62081323.299,16242916.916,32388.599,3728.004,1961,0,0,0,1,0,0,0,0,0
2018,UZB,GEO,UZB,GEO,9073.729,52633143.808,17596922.47,32956.1,3726.549,1961,0,0,0,1,0,0,0,0,0
2019,UZB,GEO,UZB,GEO,17315.3,59907674.027,17470436.259,33580.349,3720.161,1961,0,0,0,1,0,0,0,0,0
2020,UZB,GEO,UZB,GEO,24586.285,59894305.353,15842922.533,34232.052,3722.716,1956,0,0,0,1,0,0,0,0,0
1995,UZB,KAZ,UZB,KAZ,269481.536,13350461.44,20374306.816,22785,15815.626,536,0,1,0,0,0,0,0,0,0
1996,UZB,KAZ,UZB,KAZ,89249.479,13948892.16,21035358.208,23225,15577.894,536,0,1,0,0,0,0,0,0,0
1997,UZB,KAZ,UZB,KAZ,65955.225,14744603.648,22165932.032,23667,15333.703,536,0,1,0,0,0,0,0,0,0
1998,UZB,KAZ,UZB,KAZ,95408.312,14988971.008,22135244.8,24051.001,15071.3,536,0,1,0,0,0,0,0,0,0
1999,UZB,KAZ,UZB,KAZ,92770.73,17078465.536000002,16870816.768,24311.649,14928.426,536,0,1,0,0,0,0,0,0,0
2000,UZB,KAZ,UZB,KAZ,70502,13760374.784,18291990.528,24650.4,14883.626,525,0,1,0,0,0,0,0,0,0
2001,UZB,KAZ,UZB,KAZ,81084.5,11401351.168,22152689.664,24964.451,14858.335,525,0,1,0,0,0,0,0,0,0
2002,UZB,KAZ,UZB,KAZ,86522.8,9687951.36,24636598.272,25271.851,14858.948,525,0,1,0,0,0,0,0,0,0
2003,UZB,KAZ,UZB,KAZ,89714.2,10128112.64,30833692.672,25567.65,14909.018,525,0,1,0,0,0,0,0,0,0
2004,UZB,KAZ,UZB,KAZ,227608.208,12030023.68,43151646.72,25864.349,15012.985,525,0,1,0,0,0,0,0,0,0
2005,UZB,KAZ,UZB,KAZ,254455.735,14307510.272,57123672.064,26167,15147.029,522,0,1,0,0,0,0,0,0,0
2006,UZB,KAZ,UZB,KAZ,319090.213,17030896.64,81003864.064,26488.251,15308.084,522,0,1,0,0,0,0,0,0,0
2007,UZB,KAZ,UZB,KAZ,538469.907,22311393.28,104849883.136,26868,15484.192,522,0,1,0,0,0,0,0,0,0
2008,UZB,KAZ,UZB,KAZ,516080.548,27934031.872,133441609.728,27302.799,15674,522,0,1,0,0,0,0,0,0,0
2009,UZB,KAZ,UZB,KAZ,304414.004,32816828.416,115308658.688,27767.401,16092.701,522,0,1,0,0,0,0,0,0,0
2010,UZB,KAZ,UZB,KAZ,473310.744,39332769.792,148047347.712,28562.401,16321.581,516,0,1,0,0,0,0,0,0,0
2011,UZB,KAZ,UZB,KAZ,770558.3910000001,45324320.768,188048965.632,29339.399,16556.601,516,0,1,0,0,0,0,0,0,0
2012,UZB,KAZ,UZB,KAZ,817199.9,51183443.968,203517198.336,29774.5,16791.426,516,0,1,0,0,0,0,0,0,0
2013,UZB,KAZ,UZB,KAZ,970083.488,56795656.192,231876280.32,30241.1,17037.508,516,0,1,0,0,0,0,0,0,0
2014,UZB,KAZ,UZB,KAZ,1017662.4,63067078.656,221415571.456,30757.7,17289.225,516,0,1,0,0,0,0,0,0,0
2015,UZB,KAZ,UZB,KAZ,725684.464,66903805.952,184388435.968,31298.901,17544.127,501,0,1,0,1,0,0,0,0,0
2016,UZB,KAZ,UZB,KAZ,587801.437,67220336.64,133657083.904,31848.2,17797.031,501,0,1,0,1,0,0,0,0,0
2017,UZB,KAZ,UZB,KAZ,977255.718,62081323.299,166805800.59600002,32388.599,18037.777,501,0,1,0,1,0,0,0,0,0
2018,UZB,KAZ,UZB,KAZ,1219612.433,52633143.808,179339994.859,32956.1,18276.451,501,0,1,0,1,0,0,0,0,0
2019,UZB,KAZ,UZB,KAZ,1205693.55,59907674.027,181667190.076,33580.349,18513.674,501,0,1,0,1,0,0,0,0,0
2020,UZB,KAZ,UZB,KAZ,780144.463,59894305.353,171082379.533,34232.052,18755.667,488,0,1,0,1,0,0,0,0,0
1995,UZB,KGZ,UZB,KGZ,88921.897,13350461.44,1661018.496,22785,4560.4000000000005,462,0,1,0,0,0,0,0,0,0
1996,UZB,KGZ,UZB,KGZ,131556.309,13948892.16,1827570.56,23225,4628.4000000000005,462,0,1,0,0,0,0,0,0,0
1998,UZB,KGZ,UZB,KGZ,122233.02,14988971.008,1645963.776,24051.001,4769,462,0,1,0,1,0,0,0,0,0
1999,UZB,KGZ,UZB,KGZ,49961.188,17078465.536000002,1249062.016,24311.649,4840.4000000000005,462,0,1,0,1,0,0,0,0,0
2000,UZB,KGZ,UZB,KGZ,74573.085,13760374.784,1369691.904,24650.4,4898.4000000000005,460,0,1,0,1,0,0,0,0,0
2001,UZB,KGZ,UZB,KGZ,66733.59,11401351.168,1525113.472,24964.451,4945.1,460,0,1,0,1,0,0,0,0,0
2002,UZB,KGZ,UZB,KGZ,60144.005000000005,9687951.36,1605640.576,25271.851,4990.7,460,0,1,0,1,0,0,0,0,0
2003,UZB,KGZ,UZB,KGZ,39214.888,10128112.64,1919012.736,25567.65,5043.3,460,0,1,0,1,0,0,0,0,0
2004,UZB,KGZ,UZB,KGZ,51881.159,12030023.68,2211535.36,25864.349,5104.7,460,0,1,0,1,0,0,0,0,0
2005,UZB,KGZ,UZB,KGZ,60112.086,14307510.272,2459876.096,26167,5162.6,460,0,1,0,1,0,0,0,0,0
2006,UZB,KGZ,UZB,KGZ,65000.380000000005,17030896.64,2834168.832,26488.251,5218.4000000000005,460,0,1,0,1,0,0,0,0,0
2007,UZB,KGZ,UZB,KGZ,120855.54,22311393.28,3802566.144,26868,5268.4000000000005,460,0,1,0,1,0,0,0,0,0
2008,UZB,KGZ,UZB,KGZ,160077.322,27934031.872,5139957.76,27302.799,5318.7,460,0,1,0,1,0,0,0,0,0
2009,UZB,KGZ,UZB,KGZ,114422.838,32816828.416,4690062.336,27767.401,5383.3,460,0,1,0,1,0,0,0,0,0
2010,UZB,KGZ,UZB,KGZ,93832.226,39332769.792,4794357.76,28562.401,5447.9000000000005,462,0,1,0,1,0,0,0,0,0
2011,UZB,KGZ,UZB,KGZ,84313.518,45324320.768,6197766.144,29339.399,5514.6,462,0,1,0,1,0,0,0,0,0
2012,UZB,KGZ,UZB,KGZ,63153.836,51183443.968,6605139.968,29774.5,5607.2,462,0,1,0,1,0,0,0,0,0
2013,UZB,KGZ,UZB,KGZ,97609.815,56795656.192,7226303.488,30241.1,5719.5,462,0,1,0,1,0,0,0,0,0
2014,UZB,KGZ,UZB,KGZ,106516.006,63067078.656,7468096.512,30757.7,5835.5,462,0,1,0,1,0,0,0,0,0
2015,UZB,KGZ,UZB,KGZ,59219.231,66903805.952,6678178.3040000005,31298.901,5956.9000000000005,463,0,1,0,1,0,0,0,0,0
2016,UZB,KGZ,UZB,KGZ,69766.73,67220336.64,6551287.808,31848.2,6082.7,463,0,1,0,1,0,0,0,0,0
2017,UZB,KGZ,UZB,KGZ,167801.162,62081323.299,7702934.8,32388.599,6198.2,463,0,1,0,1,0,0,0,0,0
2018,UZB,KGZ,UZB,KGZ,251157.054,52633143.808,8271108.638,32956.1,6322.8,463,0,1,0,1,0,0,0,0,0
2019,UZB,KGZ,UZB,KGZ,634430.81,59907674.027,8871026.074000001,33580.349,6456.2,463,0,1,0,1,0,0,0,0,0
2020,UZB,KGZ,UZB,KGZ,754763.263,59894305.353,7780874.537,34232.052,6579.9000000000005,465,0,1,0,1,0,0,0,0,0
1992,UZB,LTU,UZB,LTU,38776.782,12953800.704,8562311.168,21448.999,3700.114,3518,0,0,0,0,0,0,0,0,0
1994,UZB,LTU,UZB,LTU,18811.656,12899074.048,6958637.056,22377.001,3657.144,3518,0,0,0,0,0,0,0,0,0
1995,UZB,LTU,UZB,LTU,27246.471,13350461.44,7904896,22785,3629.102,3517,0,0,0,0,0,0,0,0,0
1996,UZB,LTU,UZB,LTU,16978.38,13948892.16,8426599.936,23225,3601.6130000000003,3517,0,0,0,0,0,0,0,0,0
1997,UZB,LTU,UZB,LTU,7586.683,14744603.648,10128700.416,23667,3575.137,3517,0,0,0,0,0,0,0,0,0
1998,UZB,LTU,UZB,LTU,3361.182,14988971.008,11254049.792,24051.001,3549.331,3517,0,0,0,0,0,0,0,0,0
1999,UZB,LTU,UZB,LTU,2890.815,17078465.536000002,10971374.592,24311.649,3524.2380000000003,3517,0,0,0,0,0,0,0,0,0
2000,UZB,LTU,UZB,LTU,18518.125,13760374.784,11434200.064,24650.4,3499.536,3515,0,0,0,0,0,0,0,0,0
2001,UZB,LTU,UZB,LTU,15118.359,11401351.168,12159224.832,24964.451,3470.818,3515,0,0,0,1,0,0,0,0,0
2002,UZB,LTU,UZB,LTU,6809.226000000001,9687951.36,14163949.568,25271.851,3443.067,3515,0,0,0,1,0,0,0,0,0
2003,UZB,LTU,UZB,LTU,7550.437,10128112.64,18608709.632,25567.65,3415.213,3515,0,0,0,1,0,0,0,0,0
2004,UZB,LTU,UZB,LTU,3713.497,12030023.68,22659295.232,25864.349,3377.0750000000003,3515,0,0,0,1,0,0,0,0,0
2005,UZB,LTU,UZB,LTU,14175.642,14307510.272,26085306.368,26167,3322.528,3513,0,0,0,1,0,0,0,0,0
2006,UZB,LTU,UZB,LTU,21476.478,17030896.64,30246361.088,26488.251,3269.909,3513,0,0,0,1,0,0,0,0,0
2007,UZB,LTU,UZB,LTU,22607.955,22311393.28,39325986.816,26868,3231.294,3513,0,0,0,1,0,0,0,0,0
2008,UZB,LTU,UZB,LTU,36109.779,27934031.872,47438364.672,27302.799,3198.231,3513,0,0,0,1,0,0,0,0,0
2009,UZB,LTU,UZB,LTU,5187.027,32816828.416,37050081.28,27767.401,3162.916,3513,0,0,0,1,0,0,0,0,0
2010,UZB,LTU,UZB,LTU,8119.242,39332769.792,36709511.168,28562.401,3097.282,3509,0,0,0,1,0,0,0,0,0
2011,UZB,LTU,UZB,LTU,4594.825,45324320.768,43083067.392,29339.399,3028.115,3509,0,0,0,1,0,0,0,0,0
2012,UZB,LTU,UZB,LTU,3868.245,51183443.968,42343559.168,29774.5,2987.773,3509,0,0,0,1,0,0,0,0,0
2013,UZB,LTU,UZB,LTU,25835.438,56795656.192,45931966.464,30241.1,2956.121,3509,0,0,0,1,0,0,0,0,0
2014,UZB,LTU,UZB,LTU,10250.829,63067078.656,48545251.328,30757.7,2932.367,3509,0,0,0,1,0,0,0,0,0
2015,UZB,LTU,UZB,LTU,4866.233,66903805.952,41402023.936,31298.901,2904.91,3506,0,0,0,1,0,0,0,0,0
2016,UZB,LTU,UZB,LTU,4109.9800000000005,67220336.64,42738876.416,31848.2,2872.298,3506,0,0,0,1,0,0,0,0,0
