year,iso3_o,iso3_d,iso_o,iso_d,flow,gdp_o,gdp_d,pop_o,pop_d,distw,comlang_off,contig,wto_o,wto_d,gatt_o,gatt_d,wto_joint,EU_joint,EAEU_joint
2014,UKR,KAZ,UKR,KAZ,1208785.11,133503410.176,221415571.456,45271.946,17289.225,2909,0,0,1,0,0,0,0,0,0
2015,UKR,KAZ,UKR,KAZ,827825.9130000001,91030962.176,184388435.968,45154.03,17544.127,2909,0,0,1,1,0,0,1,0,0
2016,UKR,KAZ,UKR,KAZ,435487.686,93270482.944,133657083.904,45004.646,17797.031,2909,0,0,1,1,0,0,1,0,0
2017,UKR,KAZ,UKR,KAZ,462211.579,112090530.369,166805800.59600002,44831.135,18037.777,2909,0,0,1,1,0,0,1,0,0
2018,UKR,KAZ,UKR,KAZ,388412.488,130891049.797,179339994.859,44622.517,18276.451,2909,0,0,1,1,0,0,1,0,0
2019,UKR,KAZ,UKR,KAZ,378882.878,153882982.016,181667190.076,44386.204,18513.674,2909,0,0,1,1,0,0,1,0,0
2020,UKR,KAZ,UKR,KAZ,341563.476,156617861.449,171082379.533,44132.05,18755.667,2908,0,0,1,1,0,0,1,0,0
1995,UKR,KGZ,UKR,KGZ,4939.983,48213868.544,1661018.496,51512.299,4560.4000000000005,3211,0,0,0,0,0,0,0,0,0
1996,UKR,KGZ,UKR,KGZ,12291.068,44558077.952,1827570.56,51057.19,4628.4000000000005,3211,0,0,0,0,0,0,0,0,0
1997,UKR,KGZ,UKR,KGZ,4272.031,50150400,1767864.064,50594.105,4696.4000000000005,3211,0,0,0,0,0,0,0,0,0
1998,UKR,KGZ,UKR,KGZ,12262.959,41883242.496,1645963.776,50143.94,4769,3211,0,0,0,1,0,0,0,0,0
1999,UKR,KGZ,UKR,KGZ,13738.152,31580639.232,1249062.016,49673.351,4840.4000000000005,3211,0,0,0,1,0,0,0,0,0
2000,UKR,KGZ,UKR,KGZ,6995.973,31261528.064,1369691.904,49175.846,4898.4000000000005,3213,0,0,0,1,0,0,0,0,0
2001,UKR,KGZ,UKR,KGZ,6224.51,38009344,1525113.472,48683.865,4945.1,3213,0,0,0,1,0,0,0,0,0
2002,UKR,KGZ,UKR,KGZ,7842.196,42392895.488,1605640.576,48202.499,4990.7,3213,0,0,0,1,0,0,0,0,0
2003,UKR,KGZ,UKR,KGZ,12564.047,50132955.136,1919012.736,47812.95,5043.3,3213,0,0,0,1,0,0,0,0,0
2004,UKR,KGZ,UKR,KGZ,23287.153,64883060.736,2211535.36,47451.599,5104.7,3213,0,0,0,1,0,0,0,0,0
2005,UKR,KGZ,UKR,KGZ,40097.126,86142017.536,2459876.096,47105.148,5162.6,3217,0,0,0,1,0,0,0,0,0
2006,UKR,KGZ,UKR,KGZ,41881.454,107753070.592,2834168.832,46787.75,5218.4000000000005,3217,0,0,0,1,0,0,0,0,0
2007,UKR,KGZ,UKR,KGZ,79456.016,142719008.768,3802566.144,46509.35,5268.4000000000005,3217,0,0,0,1,0,0,0,0,0
2008,UKR,KGZ,UKR,KGZ,94100.947,179992412.16,5139957.76,46258.202,5318.7,3217,0,0,1,1,0,0,1,0,0
2009,UKR,KGZ,UKR,KGZ,85779.826,117227765.76,4690062.336,46053.299,5383.3,3217,0,0,1,1,0,0,1,0,0
2010,UKR,KGZ,UKR,KGZ,81534.147,136419303.424,4794357.76,45870.701,5447.9000000000005,3222,0,0,1,1,0,0,1,0,0
2011,UKR,KGZ,UKR,KGZ,124917.887,163421732.864,6197766.144,45706.1,5514.6,3222,0,0,1,1,0,0,1,0,0
2012,UKR,KGZ,UKR,KGZ,140040.269,176603430.912,6605139.968,45593.3,5607.2,3222,0,0,1,1,0,0,1,0,0
2013,UKR,KGZ,UKR,KGZ,157387.296,177430609.92000002,7226303.488,45489.601,5719.5,3222,0,0,1,1,0,0,1,0,0
2014,UKR,KGZ,UKR,KGZ,114875.365,133503410.176,7468096.512,45271.946,5835.5,3222,0,0,1,1,0,0,1,0,0
2015,UKR,KGZ,UKR,KGZ,89315.216,91030962.176,6678178.3040000005,45154.03,5956.9000000000005,3226,0,0,1,1,0,0,1,0,0
2016,UKR,KGZ,UKR,KGZ,40430.828,93270482.944,6551287.808,45004.646,6082.7,3226,0,0,1,1,0,0,1,0,0
2017,UKR,KGZ,UKR,KGZ,38889.551,112090530.369,7702934.8,44831.135,6198.2,3226,0,0,1,1,0,0,1,0,0
2018,UKR,KGZ,UKR,KGZ,29684.223,130891049.797,8271108.638,44622.517,6322.8,3226,0,0,1,1,0,0,1,0,0
2019,UKR,KGZ,UKR,KGZ,48471.885,153882982.016,8871026.074000001,44386.204,6456.2,3226,0,0,1,1,0,0,1,0,0
2020,UKR,KGZ,UKR,KGZ,50235.176,156617861.449,7780874.537,44132.05,6579.9000000000005,3230,0,0,1,1,0,0,1,0,0
1992,UKR,LTU,UKR,LTU,134608.525,73942294.528,8562311.168,52150.265,3700.114,844,0,0,0,0,0,0,0,0,0
1994,UKR,LTU,UKR,LTU,128715.692,52549554.176,6958637.056,51921.04,3657.144,844,0,0,0,0,0,0,0,0,0
1995,UKR,LTU,UKR,LTU,134198.997,48213868.544,7904896,51512.299,3629.102,842,0,0,0,0,0,0,0,0,0
1996,UKR,LTU,UKR,LTU,148342.304,44558077.952,8426599.936,51057.19,3601.6130000000003,842,0,0,0,0,0,0,0,0,0
1997,UKR,LTU,UKR,LTU,109523.045,50150400,10128700.416,50594.105,3575.137,842,0,0,0,0,0,0,0,0,0
1998,UKR,LTU,UKR,LTU,105554.832,41883242.496,11254049.792,50143.94,3549.331,842,0,0,0,0,0,0,0,0,0
1999,UKR,LTU,UKR,LTU,74509.871,31580639.232,10971374.592,49673.351,3524.2380000000003,842,0,0,0,0,0,0,0,0,0
2000,UKR,LTU,UKR,LTU,83176.62,31261528.064,11434200.064,49175.846,3499.536,840,0,0,0,0,0,0,0,0,0
2001,UKR,LTU,UKR,LTU,140353.02,38009344,12159224.832,48683.865,3470.818,840,0,0,0,1,0,0,0,0,0
2002,UKR,LTU,UKR,LTU,197440.88,42392895.488,14163949.568,48202.499,3443.067,840,0,0,0,1,0,0,0,0,0
2003,UKR,LTU,UKR,LTU,237615.26,50132955.136,18608709.632,47812.95,3415.213,840,0,0,0,1,0,0,0,0,0
2004,UKR,LTU,UKR,LTU,468600.45,64883060.736,22659295.232,47451.599,3377.0750000000003,840,0,0,0,1,0,0,0,0,0
2005,UKR,LTU,UKR,LTU,209275.929,86142017.536,26085306.368,47105.148,3322.528,835,0,0,0,1,0,0,0,0,0
2006,UKR,LTU,UKR,LTU,278300.322,107753070.592,30246361.088,46787.75,3269.909,835,0,0,0,1,0,0,0,0,0
2007,UKR,LTU,UKR,LTU,363336.827,142719008.768,39325986.816,46509.35,3231.294,835,0,0,0,1,0,0,0,0,0
2008,UKR,LTU,UKR,LTU,438884.371,179992412.16,47438364.672,46258.202,3198.231,835,0,0,1,1,0,0,1,0,0
2009,UKR,LTU,UKR,LTU,193500.47,117227765.76,37050081.28,46053.299,3162.916,835,0,0,1,1,0,0,1,0,0
2010,UKR,LTU,UKR,LTU,264404.707,136419303.424,36709511.168,45870.701,3097.282,830,0,0,1,1,0,0,1,0,0
2011,UKR,LTU,UKR,LTU,317105.775,163421732.864,43083067.392,45706.1,3028.115,830,0,0,1,1,0,0,1,0,0
2012,UKR,LTU,UKR,LTU,279060.41000000003,176603430.912,42343559.168,45593.3,2987.773,830,0,0,1,1,0,0,1,0,0
2013,UKR,LTU,UKR,LTU,324816.928,177430609.92000002,45931966.464,45489.601,2956.121,830,0,0,1,1,0,0,1,0,0
2014,UKR,LTU,UKR,LTU,362109.109,133503410.176,48545251.328,45271.946,2932.367,830,0,0,1,1,0,0,1,0,0
2015,UKR,LTU,UKR,LTU,236300.481,91030962.176,41402023.936,45154.03,2904.91,826,0,0,1,1,0,0,1,0,0
2016,UKR,LTU,UKR,LTU,258220.752,93270482.944,42738876.416,45004.646,2872.298,826,0,0,1,1,0,0,1,0,0
2017,UKR,LTU,UKR,LTU,371621.992,112090530.369,47758736.932,44831.135,2828.403,826,0,0,1,1,0,0,1,0,0
2018,UKR,LTU,UKR,LTU,342713.654,130891049.797,53750911.866,44622.517,2801.543,826,0,0,1,1,0,0,1,0,0
2019,UKR,LTU,UKR,LTU,410784.039,153882982.016,54697379.017000005,44386.204,2794.137,826,0,0,1,1,0,0,1,0,0
2020,UKR,LTU,UKR,LTU,431856.658,156617861.449,56546957.475,44132.05,2794.885,821,0,0,1,1,0,0,1,0,0
1994,UKR,LVA,UKR,LVA,37539.562,52549554.176,5060854.784,51921.04,2520.742,1097,0,0,0,0,0,0,0,0,0
1995,UKR,LVA,UKR,LVA,41755.608,48213868.544,5235719.68,51512.299,2485.056,1095,0,0,0,0,0,0,0,0,0
1996,UKR,LVA,UKR,LVA,77826.941,44558077.952,5585292.8,51057.19,2457.222,1095,0,0,0,0,0,0,0,0,0
1997,UKR,LVA,UKR,LVA,78663.886,50150400,6133234.176,50594.105,2432.851,1095,0,0,0,0,0,0,0,0,0
1998,UKR,LVA,UKR,LVA,77658.363,41883242.496,6616957.44,50143.94,2410.019,1095,0,0,0,0,0,0,0,0,0
1999,UKR,LVA,UKR,LVA,49097.630000000005,31580639.232,7288524.288,49673.351,2390.482,1095,0,0,0,1,0,0,0,0,0
2000,UKR,LVA,UKR,LVA,166491.53,31261528.064,7833068.544,49175.846,2367.55,1093,0,0,0,1,0,0,0,0,0
2001,UKR,LVA,UKR,LVA,251213.86,38009344,8313047.552,48683.865,2337.17,1093,0,0,0,1,0,0,0,0,0
2002,UKR,LVA,UKR,LVA,235004.88,42392895.488,9314784.256,48202.499,2310.173,1093,0,0,0,1,0,0,0,0,0
2003,UKR,LVA,UKR,LVA,266657.12,50132955.136,11186452.48,47812.95,2287.955,1093,0,0,0,1,0,0,0,0,0
2004,UKR,LVA,UKR,LVA,377160.71,64883060.736,13761569.792,47451.599,2263.122,1093,0,0,0,1,0,0,0,0,0
2005,UKR,LVA,UKR,LVA,311367.918,86142017.536,16041840.64,47105.148,2238.799,1089,0,0,0,1,0,0,0,0,0
2006,UKR,LVA,UKR,LVA,286120.151,107753070.592,19935045.632,46787.75,2218.357,1089,0,0,0,1,0,0,0,0,0
2007,UKR,LVA,UKR,LVA,258608.372,142719008.768,28765687.808,46509.35,2200.3250000000003,1089,0,0,0,1,0,0,0,0,0
2008,UKR,LVA,UKR,LVA,280517.778,179992412.16,33669367.808,46258.202,2177.322,1089,0,0,1,1,0,0,1,0,0
2009,UKR,LVA,UKR,LVA,178037.11000000002,117227765.76,25875781.632,46053.299,2141.669,1089,0,0,1,1,0,0,1,0,0
2010,UKR,LVA,UKR,LVA,180165.423,136419303.424,24009680.896,45870.701,2097.555,1084,0,0,1,1,0,0,1,0,0
2011,UKR,LVA,UKR,LVA,221472.888,163421732.864,28480337.92,45706.1,2059.709,1084,0,0,1,1,0,0,1,0,0
2012,UKR,LVA,UKR,LVA,299801.023,176603430.912,28372578.304,45593.3,2034.319,1084,0,0,1,1,0,0,1,0,0
2013,UKR,LVA,UKR,LVA,182581.232,177430609.92000002,30956691.456,45489.601,2013.385,1084,0,0,1,1,0,0,1,0,0
2014,UKR,LVA,UKR,LVA,226189.449,133503410.176,31352250.368,45271.946,1993.782,1084,0,0,1,1,0,0,1,0,0
2015,UKR,LVA,UKR,LVA,150265.284,91030962.176,27026036.736,45154.03,1977.527,1080,0,0,1,1,0,0,1,0,0
2016,UKR,LVA,UKR,LVA,138149.852,93270482.944,27677390.848,45004.646,1960.424,1080,0,0,1,1,0,0,1,0,0
2017,UKR,LVA,UKR,LVA,212820.465,112090530.369,30483806.018,44831.135,1942.248,1080,0,0,1,1,0,0,1,0,0
2018,UKR,LVA,UKR,LVA,294422.088,130891049.797,34429023.435,44622.517,1927.174,1080,0,0,1,1,0,0,1,0,0
2019,UKR,LVA,UKR,LVA,300080.09,153882982.016,34308783.825,44386.204,1913.822,1080,0,0,1,1,0,0,1,0,0
2020,UKR,LVA,UKR,LVA,229350.938,156617861.449,33645460.617,44132.05,1900.449,1076,0,0,1,1,0,0,1,0,0
1994,UKR,MDA,UKR,MDA,122659.327,52549554.176,1702314.368,51921.04,3694,396,0,1,0,0,0,0,0,0,0
1995,UKR,MDA,UKR,MDA,228449.71,48213868.544,1752995.328,51512.299,3675.099,396,0,1,0,0,0,0,0,0,0
1996,UKR,MDA,UKR,MDA,261901.044,44558077.952,1695130.496,51057.19,3667.748,396,0,1,0,0,0,0,0,0,0
1997,UKR,MDA,UKR,MDA,293631.077,50150400,1930071.424,50594.105,3654.208,396,0,1,0,0,0,0,0,0,0
1998,UKR,MDA,UKR,MDA,179964.848,41883242.496,1639497.216,50143.94,3652.732,396,0,1,0,0,0,0,0,0,0
1999,UKR,MDA,UKR,MDA,122348.094,31580639.232,1170785.024,49673.351,3647.001,396,0,1,0,0,0,0,0,0,0
2000,UKR,MDA,UKR,MDA,175825.75,31261528.064,1288420.224,49175.846,3639.592,395,0,1,0,0,0,0,0,0,0
2001,UKR,MDA,UKR,MDA,273768.4,38009344,1480656.896,48683.865,3631.462,395,0,1,0,1,0,0,0,0,0
2002,UKR,MDA,UKR,MDA,301227.92,42392895.488,1661818.112,48202.499,3623.062,395,0,1,0,1,0,0,0,0,0
2003,UKR,MDA,UKR,MDA,485983.33,50132955.136,1980901.504,47812.95,3612.874,395,0,1,0,1,0,0,0,0,0
2004,UKR,MDA,UKR,MDA,659088.22,64883060.736,2598231.552,47451.599,3603.945,395,0,1,0,1,0,0,0,0,0
2005,UKR,MDA,UKR,MDA,678586.103,86142017.536,2988172.544,47105.148,3595.187,395,0,1,0,1,0,0,0,0,0
2006,UKR,MDA,UKR,MDA,671230.5480000001,107753070.592,3408454.144,46787.75,3585.2090000000003,395,0,1,0,1,0,0,0,0,0
2007,UKR,MDA,UKR,MDA,911260.317,142719008.768,4402496,46509.35,3576.91,395,0,1,0,1,0,0,0,0,0
2008,UKR,MDA,UKR,MDA,1171756.05,179992412.16,6054806.016,46258.202,3570.108,395,0,1,1,1,0,0,1,0,0
2009,UKR,MDA,UKR,MDA,693545.411,117227765.76,5439421.9520000005,46053.299,3565.6040000000003,395,0,1,1,1,0,0,1,0,0
2010,UKR,MDA,UKR,MDA,713524.15,136419303.424,5811603.968,45870.701,3562.045,393,0,1,1,1,0,0,1,0,0
2011,UKR,MDA,UKR,MDA,874396.188,163421732.864,7016162.816000001,45706.1,3559.986,393,0,1,1,1,0,0,1,0,0
2012,UKR,MDA,UKR,MDA,822681.54,176603430.912,7284686.336,45593.3,3559.519,393,0,1,1,1,0,0,1,0,0
2013,UKR,MDA,UKR,MDA,903260.381,177430609.92000002,7969618.944,45489.601,3559,393,0,1,1,1,0,0,1,0,0
2014,UKR,MDA,UKR,MDA,743813.2880000001,133503410.176,7983270.912,45271.946,3556.397,393,0,1,1,1,0,0,1,0,0
2015,UKR,MDA,UKR,MDA,524294.018,91030962.176,6512899.584,45154.03,3554.108,392,0,1,1,1,0,0,1,0,0
2016,UKR,MDA,UKR,MDA,481142.617,93270482.944,6749515.776000001,45004.646,3552,392,0,1,1,1,0,0,1,0,0
2017,UKR,MDA,UKR,MDA,711873.88,112090530.369,9669741.744,44831.135,2755.158,392,0,1,1,1,0,0,1,0,0
2018,UKR,MDA,UKR,MDA,789202.24,130891049.797,11457443.185,44622.517,2708.214,392,0,1,1,1,0,0,1,0,0
2019,UKR,MDA,UKR,MDA,726561.508,153882982.016,11971345.003,44386.204,2664.974,392,0,1,1,1,0,0,1,0,0
2020,UKR,MDA,UKR,MDA,679327.181,156617861.449,11859730.544,44132.05,2620.495,391,0,1,1,1,0,0,1,0,0
1996,UKR,RUS,UKR,RUS,6256746.375,44558077.952,391721385.984,51057.19,148160.126,1086,0,1,0,0,0,0,0,0,0
1997,UKR,RUS,UKR,RUS,3982112.44,50150400,404926529.536,50594.105,147915.375,1086,0,1,0,0,0,0,0,0,0
1998,UKR,RUS,UKR,RUS,3282198.256,41883242.496,270953119.744,50143.94,147670.776,1086,0,1,0,0,0,0,0,0,0
1999,UKR,RUS,UKR,RUS,2528356.268,31580639.232,195905765.376,49673.351,147214.783,1086,0,1,0,0,0,0,0,0,0
2000,UKR,RUS,UKR,RUS,3640726.976,31261528.064,259708502.016,49175.846,146596.863,1079,0,1,0,0,0,0,0,0,0
2001,UKR,RUS,UKR,RUS,3810266.06,38009344,306602672.128,48683.865,145976.471,1079,0,1,0,0,0,0,0,0,0
2002,UKR,RUS,UKR,RUS,3194152.969,42392895.488,345110446.08,48202.499,145408.035,1079,0,1,0,0,0,0,0,0,0
2003,UKR,RUS,UKR,RUS,4397982.157,50132955.136,430347780.096,47812.95,144667.465,1079,0,1,0,0,0,0,0,0,0
2004,UKR,RUS,UKR,RUS,6067749.908,64883060.736,591016689.664,47451.599,143821.213,1079,0,1,0,0,0,0,0,0,0
2005,UKR,RUS,UKR,RUS,7741466.181,86142017.536,764000927.744,47105.148,143113.892,1075,0,1,0,0,0,0,0,0,0
2006,UKR,RUS,UKR,RUS,9110267.956,107753070.592,989930520.576,46787.75,142487.259,1075,0,1,0,0,0,0,0,0,0
2007,UKR,RUS,UKR,RUS,13310452.407,142719008.768,1299705233.408,46509.35,142114.899,1075,0,1,0,0,0,0,0,0,0
2008,UKR,RUS,UKR,RUS,16148992.904,179992412.16,1660844376.064,46258.202,141956.40600000002,1075,0,1,1,0,0,0,0,0,0
2009,UKR,RUS,UKR,RUS,8969100.722000001,117227765.76,1222643679.232,46053.299,141909.241,1075,0,1,1,0,0,0,0,0,0
2010,UKR,RUS,UKR,RUS,14002410.235,136419303.424,1524916158.464,45870.701,142385.529,1074,0,1,1,0,0,0,0,0,0
2011,UKR,RUS,UKR,RUS,20000465.961,163421732.864,1904792961.024,45706.1,142956.467,1074,0,1,1,0,0,0,0,0,0
2012,UKR,RUS,UKR,RUS,17955443.327,176603430.912,2017470971.904,45593.3,143177.994,1074,0,1,1,1,0,0,1,0,0
2013,UKR,RUS,UKR,RUS,15790890.011,177430609.92000002,2096777003.008,45489.601,143499.863,1074,0,1,1,1,0,0,1,0,0
2014,UKR,RUS,UKR,RUS,10714366.053,133503410.176,2063662317.568,45271.946,143819.672,1074,0,1,1,1,0,0,1,0,0
2015,UKR,RUS,UKR,RUS,5642800.6620000005,91030962.176,1365865267.2,45154.03,144096.863,1076,0,1,1,1,0,0,1,0,0
2016,UKR,RUS,UKR,RUS,4095951.678,93270482.944,1283162374.144,45004.646,144342.392,1076,0,1,1,1,0,0,1,0,0
2017,UKR,RUS,UKR,RUS,5226243.296,112090530.369,1574199387.071,44831.135,144496.73500000002,1076,0,1,1,1,0,0,1,0,0
2018,UKR,RUS,UKR,RUS,5463934.019,130891049.797,1657329646.184,44622.517,144477.859,1076,0,1,1,1,0,0,1,0,0
2019,UKR,RUS,UKR,RUS,4845318.553,153882982.016,1693113904.263,44386.204,144406.265,1076,0,1,1,1,0,0,1,0,0
2020,UKR,RUS,UKR,RUS,3694160.473,156617861.449,1488321875.49,44132.05,144073.135,1079,0,1,1,1,0,0,1,0,0
1996,UKR,TJK,UKR,TJK,19072.954,44558077.952,1043893.056,51057.19,5862.347,3017,0,0,0,0,0,0,0,0,0
1997,UKR,TJK,UKR,TJK,84549.07400000001,50150400,921843.136,50594.105,5937.177,3017,0,0,0,0,0,0,0,0,0
1998,UKR,TJK,UKR,TJK,75993.963,41883242.496,1320126.72,50143.94,6012.933,3017,0,0,0,0,0,0,0,0,0
1999,UKR,TJK,UKR,TJK,62576.236,31580639.232,1086567.424,49673.351,6094.661,3017,0,0,0,0,0,0,0,0,0
2000,UKR,TJK,UKR,TJK,97393.36,31261528.064,860550.272,49175.846,6186.152,3019,0,0,0,0,0,0,0,0,0
2001,UKR,TJK,UKR,TJK,34701.71,38009344,1080774.016,48683.865,6289.34,3019,0,0,0,0,0,0,0,0,0
2002,UKR,TJK,UKR,TJK,42934.54,42392895.488,1221113.856,48202.499,6404.118,3019,0,0,0,0,0,0,0,0,0
2003,UKR,TJK,UKR,TJK,32295.43,50132955.136,1554125.568,47812.95,6529.609,3019,0,0,0,0,0,0,0,0,0
2004,UKR,TJK,UKR,TJK,28581.81,64883060.736,2076148.736,47451.599,6663.929,3019,0,0,0,0,0,0,0,0,0
2005,UKR,TJK,UKR,TJK,46871.064,86142017.536,2312319.488,47105.148,6805.655,3023,0,0,0,0,0,0,0,0,0
2006,UKR,TJK,UKR,TJK,39793.41,107753070.592,2830236.16,46787.75,6954.522,3023,0,0,0,0,0,0,0,0,0
2007,UKR,TJK,UKR,TJK,51175.206,142719008.768,3719497.472,46509.35,7111.0250000000005,3023,0,0,0,0,0,0,0,0,0
2008,UKR,TJK,UKR,TJK,77663.882,179992412.16,5161336.32,46258.202,7275.252,3023,0,0,1,0,0,0,0,0,0
2009,UKR,TJK,UKR,TJK,80383.062,117227765.76,4979482.112,46053.299,7447.396,3023,0,0,1,0,0,0,0,0,0
2010,UKR,TJK,UKR,TJK,74742.223,136419303.424,5642178.5600000005,45870.701,7627.326,3028,0,0,1,0,0,0,0,0,0
2011,UKR,TJK,UKR,TJK,60246.776,163421732.864,6522732.032000001,45706.1,7814.85,3028,0,0,1,0,0,0,0,0,0
2012,UKR,TJK,UKR,TJK,100810.569,176603430.912,7633049.600000001,45593.3,8008.99,3028,0,0,1,0,0,0,0,0,0
2013,UKR,TJK,UKR,TJK,61333.689,177430609.92000002,8508103.68,45489.601,8207.834,3028,0,0,1,1,0,0,1,0,0
2014,UKR,TJK,UKR,TJK,46720.572,133503410.176,9236308.992,45271.946,8362.745,3028,0,0,1,1,0,0,1,0,0
2015,UKR,TJK,UKR,TJK,29982.887,91030962.176,7853450.24,45154.03,8548.651,3033,0,0,1,1,0,0,1,0,0
2016,UKR,TJK,UKR,TJK,27544.508,93270482.944,6951656.96,45004.646,8734.951000000001,3033,0,0,1,1,0,0,1,0,0
2017,UKR,TJK,UKR,TJK,37249.765,112090530.369,7536439.875,44831.135,8880.27,3033,0,0,1,1,0,0,1,0,0
2018,UKR,TJK,UKR,TJK,36978.957,130891049.797,7765014.424000001,44622.517,9100.847,3033,0,0,1,1,0,0,1,0,0
2019,UKR,TJK,UKR,TJK,37629.379,153882982.016,8300784.857,44386.204,9321.023,3033,0,0,1,1,0,0,1,0,0
2020,UKR,TJK,UKR,TJK,26555.793,156617861.449,8133996.648,44132.05,9537.642,3037,0,0,1,1,0,0,1,0,0
1996,UKR,TKM,UKR,TKM,273972.67,44558077.952,2379281.664,51057.19,4267.6900000000005,2308,0,0,0,0,0,0,0,0,0
1997,UKR,TKM,UKR,TKM,283853.107,50150400,2450084.864,50594.105,4335.991,2308,0,0,0,0,0,0,0,0,0
1998,UKR,TKM,UKR,TKM,183633.781,41883242.496,2605688.064,50143.94,4395.293,2308,0,0,0,0,0,0,0,0,0
1999,UKR,TKM,UKR,TKM,182036.499,31580639.232,2450686.72,49673.351,4449.427,2308,0,0,0,0,0,0,0,0,0
2000,UKR,TKM,UKR,TKM,214285.212,31261528.064,2904662.528,49175.846,4501.419,2310,0,0,0,0,0,0,0,0,0
2001,UKR,TKM,UKR,TKM,106070.97,38009344,3534771.968,48683.865,4551.762,2310,0,0,0,0,0,0,0,0,0
2002,UKR,TKM,UKR,TKM,111748.83,42392895.488,4462028.8,48202.499,4600.171,2310,0,0,0,0,0,0,0,0,0
2003,UKR,TKM,UKR,TKM,177266.79,50132955.136,5977440.768,47812.95,4648.037,2310,0,0,0,0,0,0,0,0,0
2004,UKR,TKM,UKR,TKM,225015.45,64883060.736,6838350.848,47451.599,4696.876,2310,0,0,0,0,0,0,0,0,0
2005,UKR,TKM,UKR,TKM,187126.291,86142017.536,8104355.84,47105.148,4747.839,2314,0,0,0,0,0,0,0,0,0
2006,UKR,TKM,UKR,TKM,132791.734,107753070.592,10277598.208,46787.75,4801.595,2314,0,0,0,0,0,0,0,0,0
2007,UKR,TKM,UKR,TKM,196615.969,142719008.768,12664165.376,46509.35,4858.236,2314,0,0,0,0,0,0,0,0,0
2008,UKR,TKM,UKR,TKM,376927.712,179992412.16,19271522.304,46258.202,4917.543,2314,0,0,1,0,0,0,0,0,0
2009,UKR,TKM,UKR,TKM,325170.115,117227765.76,20214386.688,46053.299,4978.962,2314,0,0,1,0,0,0,0,0,0
2010,UKR,TKM,UKR,TKM,208944.076,136419303.424,22148069.376,45870.701,5041.995,2320,0,0,1,0,0,0,0,0,0
2011,UKR,TKM,UKR,TKM,241899.836,163421732.864,29233334.272,45706.1,5106.668,2320,0,0,1,0,0,0,0,0,0
2012,UKR,TKM,UKR,TKM,528164.876,176603430.912,35164209.152,45593.3,5172.9310000000005,2320,0,0,1,0,0,0,0,0,0
2013,UKR,TKM,UKR,TKM,395087.62,177430609.92000002,41850875.904,45489.601,5240.072,2320,0,0,1,0,0,0,0,0,0
2014,UKR,TKM,UKR,TKM,431334.877,133503410.176,43524210.688,45271.946,5466.241,2320,0,0,1,0,0,0,0,0,0
2015,UKR,TKM,UKR,TKM,170325.74,91030962.176,35799629.824,45154.03,5565.284000000001,2324,0,0,1,0,0,0,0,0,0
2016,UKR,TKM,UKR,TKM,108978.384,93270482.944,36179886.08,45004.646,5662.544,2324,0,0,1,0,0,0,0,0,0
2017,UKR,TKM,UKR,TKM,62210.662,112090530.369,37926285.714,44831.135,5757.667,2324,0,0,1,0,0,0,0,0,0
2018,UKR,TKM,UKR,TKM,56835.891,130891049.797,40765428.571,44622.517,5850.902,2324,0,0,1,0,0,0,0,0,0
2019,UKR,TKM,UKR,TKM,54931.659,153882982.016,45231428.571,44386.204,5942.094,2324,0,0,1,0,0,0,0,0,0
1996,UKR,UZB,UKR,UZB,178065.267,44558077.952,13948892.16,51057.19,23225,2866,0,0,0,0,0,0,0,0,0
1997,UKR,UZB,UKR,UZB,234655.368,50150400,14744603.648,50594.105,23667,2866,0,0,0,0,0,0,0,0,0
1998,UKR,UZB,UKR,UZB,139086.952,41883242.496,14988971.008,50143.94,24051.001,2866,0,0,0,0,0,0,0,0,0
1999,UKR,UZB,UKR,UZB,77485.87,31580639.232,17078465.536000002,49673.351,24311.649,2866,0,0,0,0,0,0,0,0,0
2000,UKR,UZB,UKR,UZB,113504.67,31261528.064,13760374.784,49175.846,24650.4,2867,0,0,0,0,0,0,0,0,0
2001,UKR,UZB,UKR,UZB,108678.38,38009344,11401351.168,48683.865,24964.451,2867,0,0,0,0,0,0,0,0,0
2002,UKR,UZB,UKR,UZB,65516.65,42392895.488,9687951.36,48202.499,25271.851,2867,0,0,0,0,0,0,0,0,0
2003,UKR,UZB,UKR,UZB,83591.94,50132955.136,10128112.64,47812.95,25567.65,2867,0,0,0,0,0,0,0,0,0
2004,UKR,UZB,UKR,UZB,127750.03,64883060.736,12030023.68,47451.599,25864.349,2867,0,0,0,0,0,0,0,0,0
2005,UKR,UZB,UKR,UZB,150638.858,86142017.536,14307510.272,47105.148,26167,2867,0,0,0,0,0,0,0,0,0
2006,UKR,UZB,UKR,UZB,210696.35,107753070.592,17030896.64,46787.75,26488.251,2867,0,0,0,0,0,0,0,0,0
2007,UKR,UZB,UKR,UZB,346922.68,142719008.768,22311393.28,46509.35,26868,2867,0,0,0,0,0,0,0,0,0
2008,UKR,UZB,UKR,UZB,595253.818,179992412.16,27934031.872,46258.202,27302.799,2867,0,0,1,0,0,0,0,0,0
2009,UKR,UZB,UKR,UZB,406172.331,117227765.76,32816828.416,46053.299,27767.401,2867,0,0,1,0,0,0,0,0,0
2010,UKR,UZB,UKR,UZB,228479.62,136419303.424,39332769.792,45870.701,28562.401,2868,0,0,1,0,0,0,0,0,0
2011,UKR,UZB,UKR,UZB,353756.919,163421732.864,45324320.768,45706.1,29339.399,2868,0,0,1,0,0,0,0,0,0
